Name,Type,Category,Country,lat,lon,geocode,Département
Eben-Ezer Pharma,node,pharmacy,HT,19.74024,-72.217765,"19.74024 , -72.217765",Nord
El Shaddai,node,pharmacy,HT,19.7298561,-72.2201246,"19.7298561 , -72.2201246",Nord
Grace Divine Depot Pharma,node,pharmacy,HT,18.1964258,-73.7497477,"18.1964258 , -73.7497477",Sud
Dernier Recours Phamacie Store,node,pharmacy,HT,19.6963237,-72.1586892,"19.6963237 , -72.1586892",Nord
Pharmacie Pirono,node,pharmacy,HT,19.6165838,-72.0239226,"19.6165838 , -72.0239226",Nord-Est
unknown name,node,pharmacy,HT,19.6168515,-72.0240252,"19.6168515 , -72.0240252",Nord-Est
unknown name,node,pharmacy,HT,19.7340532,-72.1898653,"19.7340532 , -72.1898653",Nord
unknown name,node,pharmacy,HT,19.7366353,-72.1890217,"19.7366353 , -72.1890217",Nord
Brutus Pharma,node,pharmacy,HT,19.7324181,-72.1822047,"19.7324181 , -72.1822047",Nord
Bon secours De Dieu Produits Pharmaceutiques et Cosmétiques,node,pharmacy,HT,19.6146559,-72.0269442,"19.6146559 , -72.0269442",Nord-Est
Pharmacie Christ Vivant,node,pharmacy,HT,19.6143527,-72.0270061,"19.6143527 , -72.0270061",Nord-Est
Eden Pharma et Laboratoire D'änalyse medical,node,pharmacy,HT,19.615582,-72.025721,"19.615582 , -72.025721",Nord-Est
Lourdie Pharma,node,pharmacy,HT,19.7448367,-72.2083409,"19.7448367 , -72.2083409",Nord
Pharmacie Elshaddai,node,pharmacy,HT,19.6623449,-71.8368558,"19.6623449 , -71.8368558",Nord-Est
Pharmacie Communautaire d´Altagrace,node,pharmacy,HT,19.737586,-72.1988505,"19.737586 , -72.1988505",Nord
Ema Pharma-Lab,node,pharmacy,HT,19.735593,-72.2154921,"19.735593 , -72.2154921",Nord
La foi pharma,node,pharmacy,HT,19.7361604,-72.2146083,"19.7361604 , -72.2146083",Nord
unknown name,node,pharmacy,HT,19.7418928,-72.2123639,"19.7418928 , -72.2123639",Nord
Vrancy LAB Pharma,node,pharmacy,HT,19.6726885,-72.1249329,"19.6726885 , -72.1249329",Nord
Etoile du Matin Pharmacie,node,pharmacy,HT,19.7286947,-72.1818981,"19.7286947 , -72.1818981",Nord
unknown name,node,pharmacy,HT,19.5499727,-71.7219524,"19.5499727 , -71.7219524",Nord-Est
unknown name,node,pharmacy,HT,19.54973,-71.7200797,"19.54973 , -71.7200797",Nord-Est
unknown name,node,pharmacy,HT,19.7400853,-72.212245,"19.7400853 , -72.212245",Nord
Le Divin Pharma,node,pharmacy,HT,19.6126475,-72.0279991,"19.6126475 , -72.0279991",Nord-Est
Elshaddai Pharma,node,pharmacy,HT,19.6179707,-72.0220778,"19.6179707 , -72.0220778",Nord-Est
Pharmacie Emmanuel,node,pharmacy,HT,19.616218,-72.0243251,"19.616218 , -72.0243251",Nord-Est
Pharmacie de Secours,node,pharmacy,HT,19.7329453,-72.2233813,"19.7329453 , -72.2233813",Nord
unknown name,node,pharmacy,HT,19.5495897,-71.7262595,"19.5495897 , -71.7262595",Nord-Est
Roca Pharma,node,pharmacy,HT,19.5515495,-71.7270829,"19.5515495 , -71.7270829",Nord-Est
Jouvence Pharmacie,node,pharmacy,HT,19.5508193,-71.7271544,"19.5508193 , -71.7271544",Nord-Est
unknown name,node,pharmacy,HT,19.5491135,-71.7263959,"19.5491135 , -71.7263959",Nord-Est
Pharmacie Vallieres,node,pharmacy,HT,19.5518118,-71.727462,"19.5518118 , -71.727462",Nord-Est
Maryimar Pharma,node,pharmacy,HT,19.5525346,-71.7273876,"19.5525346 , -71.7273876",Nord-Est
Pharmacie La liberte,node,pharmacy,HT,19.5534104,-71.7275842,"19.5534104 , -71.7275842",Nord-Est
MIYOU Pharma et cosmetique,node,pharmacy,HT,19.5459577,-71.7248262,"19.5459577 , -71.7248262",Nord-Est
"pharmacie du Coin,",node,pharmacy,HT,19.5472391,-71.7276826,"19.5472391 , -71.7276826",Nord-Est
Fraternite Pharmacie,node,pharmacy,HT,19.548969,-71.7218253,"19.548969 , -71.7218253",Nord-Est
Vilon Pharma,node,pharmacy,HT,19.5489075,-71.7228081,"19.5489075 , -71.7228081",Nord-Est
Pharmacie Ideale,node,pharmacy,HT,19.6650149,-71.8404365,"19.6650149 , -71.8404365",Nord-Est
Jesus Homme Sauve / Paix et joie Pharma,node,pharmacy,HT,19.5478405,-71.7230056,"19.5478405 , -71.7230056",Nord-Est
Jehovah Nissi Pharmacie,node,pharmacy,HT,19.7363012,-72.1847364,"19.7363012 , -72.1847364",Nord
Phamacie alternative,node,pharmacy,HT,19.5504199,-71.7270327,"19.5504199 , -71.7270327",Nord-Est
Pharmacie La Dignité,node,pharmacy,HT,19.5534556,-71.7317259,"19.5534556 , -71.7317259",Nord-Est
Calou Pharma,node,pharmacy,HT,19.5521657,-71.7322332,"19.5521657 , -71.7322332",Nord-Est
Pharmacie la Paix,node,pharmacy,HT,19.5524916,-71.7324317,"19.5524916 , -71.7324317",Nord-Est
Pharmcie Galaxie,node,pharmacy,HT,19.6655669,-71.8373501,"19.6655669 , -71.8373501",Nord-Est
Pharmacie de Ouanaminthe,node,pharmacy,HT,19.5498919,-71.7215418,"19.5498919 , -71.7215418",Nord-Est
unknown name,node,pharmacy,HT,19.7463611,-72.2083156,"19.7463611 , -72.2083156",Nord
Dieuavant tout Pharmacie,node,pharmacy,HT,19.5547632,-71.7246956,"19.5547632 , -71.7246956",Nord-Est
Vision Pharma,node,pharmacy,HT,19.5497733,-71.7207669,"19.5497733 , -71.7207669",Nord-Est
Famasi Bon Pri,node,pharmacy,HT,19.7458504,-72.2089493,"19.7458504 , -72.2089493",Nord
unknown name,node,pharmacy,HT,19.7108241,-72.2658505,"19.7108241 , -72.2658505",Nord
unknown name,node,pharmacy,HT,19.4379331,-72.1993744,"19.4379331 , -72.1993744",Nord
pharmacie Jehova Jire et clinique medicale Gamma,node,pharmacy,HT,19.6118143,-72.0268107,"19.6118143 , -72.0268107",Nord-Est
pharmacie bon Family,node,pharmacy,HT,19.6119917,-72.0265506,"19.6119917 , -72.0265506",Nord-Est
pharmacie Bethsaida,node,pharmacy,HT,19.6121161,-72.0264259,"19.6121161 , -72.0264259",Nord-Est
Solution Pharma,node,pharmacy,HT,19.6124494,-72.0260168,"19.6124494 , -72.0260168",Nord-Est
Pharmacie protection,node,pharmacy,HT,19.6126727,-72.0257327,"19.6126727 , -72.0257327",Nord-Est
Pharmacie de la paix,node,pharmacy,HT,19.6128659,-72.0255295,"19.6128659 , -72.0255295",Nord-Est
Pharmacie Jehovah Jire,node,pharmacy,HT,19.6161911,-72.0247222,"19.6161911 , -72.0247222",Nord-Est
Pharmadol,node,pharmacy,HT,19.7603559,-72.2034612,"19.7603559 , -72.2034612",Nord
Espérance Santé PLus,node,pharmacy,HT,19.7471916,-72.20417,"19.7471916 , -72.20417",Nord
Emmanuel Pharmacie Drugstore,node,pharmacy,HT,18.5790526,-72.2327675,"18.5790526 , -72.2327675",Ouest
Shammah Pharmacie,node,pharmacy,HT,19.7384524,-72.2187192,"19.7384524 , -72.2187192",Nord
Le Messie Pharma,node,pharmacy,HT,19.7387911,-72.2179711,"19.7387911 , -72.2179711",Nord
Nazareth Pharma,node,pharmacy,HT,19.737767,-72.2196382,"19.737767 , -72.2196382",Nord
"Bonne Entente Distribution,Produit Pharmaceutique",node,pharmacy,HT,19.7568213,-72.2045768,"19.7568213 , -72.2045768",Nord
VS Pharma,node,pharmacy,HT,19.7550692,-72.205293,"19.7550692 , -72.205293",Nord
unknown name,node,pharmacy,HT,19.7573855,-72.2042296,"19.7573855 , -72.2042296",Nord
"Abelas Business,produits pharmaceutique",node,pharmacy,HT,19.7578652,-72.2040251,"19.7578652 , -72.2040251",Nord
Pharma Lab,node,pharmacy,HT,19.7583199,-72.2041991,"19.7583199 , -72.2041991",Nord
Pharmacie Arc-en-Ciel,node,pharmacy,HT,19.7577732,-72.2045814,"19.7577732 , -72.2045814",Nord
unknown name,node,pharmacy,HT,19.757579,-72.2035651,"19.757579 , -72.2035651",Nord
Pharmacie de la grace,node,pharmacy,HT,19.6147439,-72.0232982,"19.6147439 , -72.0232982",Nord-Est
Siloe Pharma,node,pharmacy,HT,19.6164553,-72.0227119,"19.6164553 , -72.0227119",Nord-Est
G-11,node,pharmacy,HT,19.7569844,-72.2035123,"19.7569844 , -72.2035123",Nord
Emanise Pharma,node,pharmacy,HT,19.6966375,-72.1565256,"19.6966375 , -72.1565256",Nord
Pharmacie des 3 Vertus,node,pharmacy,HT,19.6624896,-71.8372179,"19.6624896 , -71.8372179",Nord-Est
unknown name,node,pharmacy,HT,19.661861,-71.8366044,"19.661861 , -71.8366044",Nord-Est
"#80, Pharmacie et Produit Cosmetique",node,pharmacy,HT,19.6603158,-71.8343394,"19.6603158 , -71.8343394",Nord-Est
Big Phamar,node,pharmacy,HT,19.8921434,-72.6183211,"19.8921434 , -72.6183211",Nord-Ouest
Reférence  Pharma,node,pharmacy,HT,19.8921471,-72.6199199,"19.8921471 , -72.6199199",Nord-Ouest
Pharmacie Clinique Medical,node,pharmacy,HT,19.9401139,-72.8408442,"19.9401139 , -72.8408442",Nord-Ouest
Pharmacie et  Clinique St Monfort,node,pharmacy,HT,19.940479,-72.8386209,"19.940479 , -72.8386209",Nord-Ouest
unknown name,node,pharmacy,HT,18.53823,-72.2956257,"18.53823 , -72.2956257",Ouest
unknown name,node,pharmacy,HT,19.7383512,-72.21644,"19.7383512 , -72.21644",Nord
CVS,node,pharmacy,HT,18.5167726,-72.2948202,"18.5167726 , -72.2948202",Ouest
Bon Secours Centre Premier Soin et Pharmacie,node,pharmacy,HT,18.6639286,-72.2236721,"18.6639286 , -72.2236721",Ouest
pharmacie rayon d'espoir,node,pharmacy,HT,18.6660311,-72.236696,"18.6660311 , -72.236696",Ouest
Pharmacie Eldorado,node,pharmacy,HT,18.5520353,-72.3118292,"18.5520353 , -72.3118292",Ouest
Pharmacie Saint Sylvestre,node,pharmacy,HT,18.5151234,-72.2897351,"18.5151234 , -72.2897351",Ouest
Grande Pharmacie de Bourdon,node,pharmacy,HT,18.5393701,-72.3221645,"18.5393701 , -72.3221645",Ouest
Pharmacie de Turgeau,node,pharmacy,HT,18.5331068,-72.3261319,"18.5331068 , -72.3261319",Ouest
Pharmacie des 5 Continents,node,pharmacy,HT,18.5362737,-72.3340661,"18.5362737 , -72.3340661",Ouest
Pharmacie Baptiste,node,pharmacy,HT,18.628692,-72.26891,"18.628692 , -72.26891",Ouest
Pharmacie La Familia,node,pharmacy,HT,18.6255177,-72.2707569,"18.6255177 , -72.2707569",Ouest
Pharmacie de Bon Repos,node,pharmacy,HT,18.6308241,-72.2678172,"18.6308241 , -72.2678172",Ouest
Zara Pharma,node,pharmacy,HT,18.5455911,-72.3071006,"18.5455911 , -72.3071006",Ouest
Sara,node,pharmacy,HT,19.782971,-72.7967398,"19.782971 , -72.7967398",Nord-Ouest
Zepharm,node,pharmacy,HT,18.6026344,-72.2826562,"18.6026344 , -72.2826562",Ouest
Pharmax,node,pharmacy,HT,18.5111217,-72.2861976,"18.5111217 , -72.2861976",Ouest
Corine Pharmacie,node,pharmacy,HT,18.5389042,-72.341091,"18.5389042 , -72.341091",Ouest
Marapharma,node,pharmacy,HT,18.5388775,-72.341091,"18.5388775 , -72.341091",Ouest
CLIM-SED PHARMA,node,pharmacy,HT,18.4235628,-72.7828666,"18.4235628 , -72.7828666",Ouest
Vel Pharma,node,pharmacy,HT,18.432951,-72.8657089,"18.432951 , -72.8657089",Ouest
unknown name,node,pharmacy,HT,19.7610809,-72.2026534,"19.7610809 , -72.2026534",Nord
Pharmacie Impériale,node,pharmacy,HT,18.5361711,-72.3224653,"18.5361711 , -72.3224653",Ouest
La Deliverance Pharmacie,node,pharmacy,HT,18.831291,-71.9360256,"18.831291 , -71.9360256",Centre
Secours d'en Haut Pharmacie,node,pharmacy,HT,19.5516447,-71.7217751,"19.5516447 , -71.7217751",Nord-Est
unknown name,node,pharmacy,HT,19.551894,-71.7226694,"19.551894 , -71.7226694",Nord-Est
Alléluia Pharma,node,pharmacy,HT,19.5516706,-71.7291339,"19.5516706 , -71.7291339",Nord-Est
Prince Pharma,node,pharmacy,HT,19.5563293,-71.7290833,"19.5563293 , -71.7290833",Nord-Est
Darmilou Pharma,node,pharmacy,HT,19.5571291,-71.7315345,"19.5571291 , -71.7315345",Nord-Est
Fraternité Pharma,node,pharmacy,HT,19.5547204,-71.7317243,"19.5547204 , -71.7317243",Nord-Est
La Providence Pharma,node,pharmacy,HT,19.5563262,-71.7324201,"19.5563262 , -71.7324201",Nord-Est
L J Pharma,node,pharmacy,HT,19.551188,-71.73249,"19.551188 , -71.73249",Nord-Est
Viva Pharma,node,pharmacy,HT,19.5491354,-71.7336211,"19.5491354 , -71.7336211",Nord-Est
Pharmacie de l'Espérance,node,pharmacy,HT,19.5582947,-71.727296,"19.5582947 , -71.727296",Nord-Est
Caripharma,node,pharmacy,HT,18.5362471,-72.3367916,"18.5362471 , -72.3367916",Ouest
Pharmacie La main divine,node,pharmacy,HT,19.5464012,-71.737229,"19.5464012 , -71.737229",Nord-Est
Rédemption Pharma,node,pharmacy,HT,18.5441547,-72.3148326,"18.5441547 , -72.3148326",Ouest
Bethie Pharma,node,pharmacy,HT,19.5489717,-71.7360007,"19.5489717 , -71.7360007",Nord-Est
Sion Pharma,node,pharmacy,HT,18.6692957,-72.2834081,"18.6692957 , -72.2834081",Ouest
Dieu L'homme Sans Egale Pharma,node,pharmacy,HT,18.6705659,-72.2805365,"18.6705659 , -72.2805365",Ouest
unknown name,node,pharmacy,HT,18.6540656,-72.2825949,"18.6540656 , -72.2825949",Ouest
Bésa Phama,node,pharmacy,HT,18.6443915,-72.2754824,"18.6443915 , -72.2754824",Ouest
unknown name,node,pharmacy,HT,18.6459871,-72.2773894,"18.6459871 , -72.2773894",Ouest
Yhave Nissi,node,pharmacy,HT,18.6445126,-72.2750242,"18.6445126 , -72.2750242",Ouest
unknown name,node,pharmacy,HT,18.6442507,-72.2752787,"18.6442507 , -72.2752787",Ouest
Den Phama,node,pharmacy,HT,18.6445373,-72.2749818,"18.6445373 , -72.2749818",Ouest
Vision Phama,node,pharmacy,HT,18.6444961,-72.2750454,"18.6444961 , -72.2750454",Ouest
Le Don divin,node,pharmacy,HT,18.6586067,-72.27194,"18.6586067 , -72.27194",Ouest
Ramantial Aguavivo,node,pharmacy,HT,18.6718787,-72.2377146,"18.6718787 , -72.2377146",Ouest
Sante plus Pharma,node,pharmacy,HT,18.6644986,-72.2402066,"18.6644986 , -72.2402066",Ouest
Pharmacie Messager du Tres haut,node,pharmacy,HT,18.6623863,-72.2422472,"18.6623863 , -72.2422472",Ouest
Ketou,node,pharmacy,HT,18.656367,-72.2343329,"18.656367 , -72.2343329",Ouest
Saindy Pharma,node,pharmacy,HT,18.6660047,-72.2557515,"18.6660047 , -72.2557515",Ouest
Succes Centre de sante,node,pharmacy,HT,18.6672264,-72.2620959,"18.6672264 , -72.2620959",Ouest
Bonne Mère Pharma,node,pharmacy,HT,18.6599361,-72.2502922,"18.6599361 , -72.2502922",Ouest
unknown name,node,pharmacy,HT,18.6661522,-72.2457022,"18.6661522 , -72.2457022",Ouest
Phamacie de la grace,node,pharmacy,HT,18.6610001,-72.2542199,"18.6610001 , -72.2542199",Ouest
Tanou phama,node,pharmacy,HT,18.6613181,-72.2541766,"18.6613181 , -72.2541766",Ouest
Gina Pharmacie,node,pharmacy,HT,18.6641711,-72.2505886,"18.6641711 , -72.2505886",Ouest
Tho-Phama,node,pharmacy,HT,18.6532451,-72.2631304,"18.6532451 , -72.2631304",Ouest
Mamoune Phama,node,pharmacy,HT,18.6512398,-72.2606623,"18.6512398 , -72.2606623",Ouest
Eternel Est Ma Banniere,node,pharmacy,HT,18.6887652,-72.3160812,"18.6887652 , -72.3160812",Ouest
Rosy Pharma,node,pharmacy,HT,18.6522432,-72.2649858,"18.6522432 , -72.2649858",Ouest
Lorie Pharma,node,pharmacy,HT,18.665888,-72.2494437,"18.665888 , -72.2494437",Ouest
Pharmacie Anou,node,pharmacy,HT,18.6626009,-72.2513919,"18.6626009 , -72.2513919",Ouest
Produits Cosmétiques Et Pharmaceutiques,node,pharmacy,HT,18.6659152,-72.2453572,"18.6659152 , -72.2453572",Ouest
Calamida Pharmacie,node,pharmacy,HT,18.6630304,-72.2491173,"18.6630304 , -72.2491173",Ouest
Produits Pharma,node,pharmacy,HT,18.6603782,-72.2680654,"18.6603782 , -72.2680654",Ouest
unknown name,node,pharmacy,HT,18.6536515,-72.2600955,"18.6536515 , -72.2600955",Ouest
Suzie Pharma Et Beauty Store,node,pharmacy,HT,18.6555974,-72.2516843,"18.6555974 , -72.2516843",Ouest
Sainte Angela,node,pharmacy,HT,18.6523798,-72.252618,"18.6523798 , -72.252618",Ouest
Marjo Pharma,node,pharmacy,HT,18.6534591,-72.2511032,"18.6534591 , -72.2511032",Ouest
Mayo Pharma,node,pharmacy,HT,18.6547432,-72.2507353,"18.6547432 , -72.2507353",Ouest
Souvenir De Dieu,node,pharmacy,HT,18.6551413,-72.2521652,"18.6551413 , -72.2521652",Ouest
John Rx Pharma,node,pharmacy,HT,18.6510148,-72.2682134,"18.6510148 , -72.2682134",Ouest
Patience,node,pharmacy,HT,18.6476923,-72.2599927,"18.6476923 , -72.2599927",Ouest
Eben Ezer,node,pharmacy,HT,18.6522428,-72.2678303,"18.6522428 , -72.2678303",Ouest
OJVD Pharma,node,pharmacy,HT,18.6456946,-72.2727569,"18.6456946 , -72.2727569",Ouest
Vinou Pharma,node,pharmacy,HT,18.6448577,-72.273975,"18.6448577 , -72.273975",Ouest
unknown name,node,pharmacy,HT,18.6688402,-72.231226,"18.6688402 , -72.231226",Ouest
Pharmacie Bon Prix,node,pharmacy,HT,18.5421188,-72.2842088,"18.5421188 , -72.2842088",Ouest
jesco phamacie,node,pharmacy,HT,18.5088274,-72.6312683,"18.5088274 , -72.6312683",Ouest
Pharmacie Le Samaritain,node,pharmacy,HT,18.5744107,-72.2614883,"18.5744107 , -72.2614883",Ouest
Pharmacie Notre Dame de Lourdes,node,pharmacy,HT,18.6438982,-74.1164437,"18.6438982 , -74.1164437",Grande'Anse
Castera Pharmacies,node,pharmacy,HT,18.5440835,-72.3338134,"18.5440835 , -72.3338134",Ouest
PNLT Anti-Tuberculosis Meds,node,pharmacy,HT,18.5318562,-72.2998286,"18.5318562 , -72.2998286",Ouest
Alpha Medical Supplies,node,pharmacy,HT,18.5356229,-72.3215688,"18.5356229 , -72.3215688",Ouest
Prophalab,node,pharmacy,HT,18.5408958,-72.3276328,"18.5408958 , -72.3276328",Ouest
Caribbean Canadian Chemical Company (4C),node,pharmacy,HT,18.5376334,-72.2951577,"18.5376334 , -72.2951577",Ouest
Makensky Medical Supplies,node,pharmacy,HT,18.5362342,-72.321128,"18.5362342 , -72.321128",Ouest
IMEDIS Medical Supplies,node,pharmacy,HT,18.5368587,-72.3154758,"18.5368587 , -72.3154758",Ouest
Pharmacie,node,pharmacy,HT,18.5247214,-72.3403729,"18.5247214 , -72.3403729",Ouest
Mendeleïev,node,pharmacy,HT,18.5260437,-72.3403361,"18.5260437 , -72.3403361",Ouest
Pharmacie,node,pharmacy,HT,18.5252379,-72.3401549,"18.5252379 , -72.3401549",Ouest
Judith Pharma,node,pharmacy,HT,19.2910082,-72.6450992,"19.2910082 , -72.6450992",Artibonite
Pharmacie de l’Espoir,node,pharmacy,HT,19.2882803,-72.6439451,"19.2882803 , -72.6439451",Artibonite
Saba Pharma,node,pharmacy,HT,18.5716868,-72.3280768,"18.5716868 , -72.3280768",Ouest
Pharmacie de l'Espoir,node,pharmacy,HT,18.9944808,-72.3911952,"18.9944808 , -72.3911952",Artibonite
unknown name,node,pharmacy,HT,18.5484117,-72.3131718,"18.5484117 , -72.3131718",Ouest
Pharmacie Saint Géraud,node,pharmacy,HT,18.5367077,-72.333684,"18.5367077 , -72.333684",Ouest
Chi-Pharma,node,pharmacy,HT,18.5361164,-72.3343518,"18.5361164 , -72.3343518",Ouest
unknown name,node,pharmacy,HT,18.5398682,-72.332247,"18.5398682 , -72.332247",Ouest
Pharmacie de Bois Verna,node,pharmacy,HT,18.5375699,-72.326808,"18.5375699 , -72.326808",Ouest
Pharmacie Saint Charbel,node,pharmacy,HT,18.5128257,-72.2739582,"18.5128257 , -72.2739582",Ouest
Manou pharma,node,pharmacy,HT,19.7586728,-72.2004267,"19.7586728 , -72.2004267",Nord
Pharmacie de Gressier,node,pharmacy,HT,18.5400937,-72.5282729,"18.5400937 , -72.5282729",Ouest
Lorency's Pharma,node,pharmacy,HT,19.7600621,-72.2020975,"19.7600621 , -72.2020975",Nord
Pharmacie Jésus Miséricorde,node,pharmacy,HT,18.5410983,-72.5264198,"18.5410983 , -72.5264198",Ouest
unknown name,node,pharmacy,HT,18.5462909,-72.3031003,"18.5462909 , -72.3031003",Ouest
Pharmacie Lavoisier,node,pharmacy,HT,18.5410274,-72.3272948,"18.5410274 , -72.3272948",Ouest
Pharmacie du Bon Berger,node,pharmacy,HT,18.5406487,-72.326448,"18.5406487 , -72.326448",Ouest
Vittamet,node,pharmacy,HT,18.5281842,-72.2874469,"18.5281842 , -72.2874469",Ouest
unknown name,node,pharmacy,HT,18.5384198,-72.333113,"18.5384198 , -72.333113",Ouest
unknown name,node,pharmacy,HT,18.5305928,-72.336336,"18.5305928 , -72.336336",Ouest
unknown name,node,pharmacy,HT,18.5335644,-72.3371051,"18.5335644 , -72.3371051",Ouest
Pharmacie de Canaan,node,pharmacy,HT,18.5321403,-72.3808318,"18.5321403 , -72.3808318",Ouest
Pharmacie Pauline Leclerc,node,pharmacy,HT,18.5307161,-72.361127,"18.5307161 , -72.361127",Ouest
Pharmacie Lakay,node,pharmacy,HT,18.5311815,-72.3621147,"18.5311815 , -72.3621147",Ouest
Pharmacie Guérison Plus,node,pharmacy,HT,18.5311014,-72.3618123,"18.5311014 , -72.3618123",Ouest
Pharmacie Propharmax,node,pharmacy,HT,18.5330609,-72.3548359,"18.5330609 , -72.3548359",Ouest
Vision Pharma,node,pharmacy,HT,18.5307015,-72.3456211,"18.5307015 , -72.3456211",Ouest
unknown name,node,pharmacy,HT,18.5331484,-72.3569388,"18.5331484 , -72.3569388",Ouest
Pharma Eagle,node,pharmacy,HT,18.5314619,-72.289166,"18.5314619 , -72.289166",Ouest
Pharmacie Sundi,node,pharmacy,HT,18.433723,-72.8646247,"18.433723 , -72.8646247",Ouest
Omega Pharma,node,pharmacy,HT,19.4122104,-72.081979,"19.4122104 , -72.081979",Nord
Pharmep,node,pharmacy,HT,19.3396034,-72.1192635,"19.3396034 , -72.1192635",Nord
Pharmacie Don de Dieu,node,pharmacy,HT,19.3343132,-72.1157062,"19.3343132 , -72.1157062",Nord
unknown name,node,pharmacy,HT,19.1373941,-72.0141846,"19.1373941 , -72.0141846",Centre
Jude Pharma,node,pharmacy,HT,19.1452911,-72.0065336,"19.1452911 , -72.0065336",Centre
Pharmacie Solitude,node,pharmacy,HT,19.1463933,-72.0084326,"19.1463933 , -72.0084326",Centre
Pharmacie Francilia,node,pharmacy,HT,18.5326533,-72.3477924,"18.5326533 , -72.3477924",Ouest
Pharmacie Andréa,node,pharmacy,HT,18.5329693,-72.3472191,"18.5329693 , -72.3472191",Ouest
Drug Store Pharma,node,pharmacy,HT,18.5323475,-72.3738098,"18.5323475 , -72.3738098",Ouest
Pharmacie Gracieuse,node,pharmacy,HT,18.5315757,-72.3758174,"18.5315757 , -72.3758174",Ouest
unknown name,node,pharmacy,HT,18.5426507,-72.3939103,"18.5426507 , -72.3939103",Ouest
unknown name,node,pharmacy,HT,18.5328517,-72.3460315,"18.5328517 , -72.3460315",Ouest
unknown name,node,pharmacy,HT,18.5331976,-72.3676166,"18.5331976 , -72.3676166",Ouest
Joseph Pharmacie,node,pharmacy,HT,18.5330596,-72.3545703,"18.5330596 , -72.3545703",Ouest
Chi Pharma 2,node,pharmacy,HT,18.5508427,-72.3107927,"18.5508427 , -72.3107927",Ouest
Joa Pharma,node,pharmacy,HT,18.5320411,-72.3799306,"18.5320411 , -72.3799306",Ouest
unknown name,node,pharmacy,HT,18.5318376,-72.3770553,"18.5318376 , -72.3770553",Ouest
Christ Pharma,node,pharmacy,HT,18.5638641,-72.290186,"18.5638641 , -72.290186",Ouest
Mteg Pharma,node,pharmacy,HT,18.5678225,-72.2844129,"18.5678225 , -72.2844129",Ouest
Pharmacie Coseco,node,pharmacy,HT,18.5770918,-72.2310601,"18.5770918 , -72.2310601",Ouest
Pharma Dens,node,pharmacy,HT,18.5726027,-72.2788029,"18.5726027 , -72.2788029",Ouest
Unipharma Plus,node,pharmacy,HT,18.56793,-72.2842884,"18.56793 , -72.2842884",Ouest
Victor Pharma,node,pharmacy,HT,18.5663375,-72.1844205,"18.5663375 , -72.1844205",Ouest
